None	0.010666666666666666	0.0
None	0.029333333333333333	6.2675994e-08
None	0.048	0.0018828178
None	0.06666666666666667	68.91219
None	0.08533333333333333	161.90901
None	0.104	59.609764
None	0.12266666666666666	9.563996
None	0.14133333333333334	0.05238459
None	0.16	0.00018488224
None	0.17866666666666667	0.00016768329
None	0.19733333333333333	0.00018470357
None	0.216	0.00024183253
None	0.23466666666666666	0.00018556415
None	0.25333333333333335	0.00016389997
None	0.272	0.00015609666
None	0.2906666666666667	0.00021064283
None	0.30933333333333335	0.0001815691
None	0.328	0.00020449798
None	0.3466666666666667	0.00018380398
None	0.36533333333333334	0.00016114302
None	0.384	0.00011917844
None	0.4026666666666667	0.00024276513
None	0.42133333333333334	0.00016898503
None	0.44	0.0002976307
None	0.45866666666666667	0.00019851078
None	0.47733333333333333	0.00022697783
None	0.496	0.00018937982
None	0.5146666666666667	0.0001698045
None	0.5333333333333333	0.00015308987
None	0.552	0.00025774006
None	0.5706666666666667	0.00019400431
None	0.5893333333333334	0.0001607621
None	0.608	0.00014486491
None	0.6266666666666667	0.00015218943
None	0.6453333333333333	0.00019925578
None	0.664	0.00019495058
None	0.6826666666666666	0.00025755496
None	0.7013333333333334	0.00016629005
None	0.72	0.00021891682
None	0.7386666666666667	0.00020876354
None	0.7573333333333333	0.00023797236
None	0.776	0.000203012
None	0.7946666666666666	0.0002989554
None	0.8133333333333334	0.00021514679
None	0.832	0.00030268563
None	0.8506666666666667	0.00014966595
None	0.8693333333333333	0.00014286044
None	0.888	0.010434656
None	0.9066666666666666	22.451057
None	0.9253333333333333	4.670616
None	0.944	4.092114
None	0.9626666666666667	3.8757813
None	0.9813333333333333	5.2710447
None	1.0	2.8773968
None	1.0186666666666666	8.566595
None	1.0373333333333334	4.249673
None	1.056	1.6143721
b3	1.0746666666666667	1.7133754
None	1.0933333333333333	147.17715
None	1.112	48525.402
None	1.1306666666666667	81597.93
None	1.1493333333333333	92745.19
None	1.168	64650.227
None	1.1866666666666668	28262.645
None	1.2053333333333334	33434.195
None	1.224	23178.81
None	1.2426666666666666	28684.018
None	1.2613333333333334	40914.594
None	1.28	33868.566
None	1.2986666666666666	43950.723
None	1.3173333333333332	65600.055
None	1.336	98425.625
None	1.3546666666666667	132390.66
None	1.3733333333333333	117385.95
None	1.392	13503.122
None	1.4106666666666667	4137.296
None	1.4293333333333333	6003.2695
None	1.448	40661.535
None	1.4666666666666666	82288.31
None	1.4853333333333334	100144.22
None	1.504	113276.03
None	1.5226666666666666	117240.74
None	1.5413333333333334	104304.51
None	1.56	96271.49
None	1.5786666666666667	95894.89
None	1.5973333333333333	93701.39
